output	ASV	DFP.024	DFP.025	DFP.026	DFP.027	DFP.028	DFP.029	DFP.030	DFP.031	DFP.032	DFP.000	DFP.001	DFP.002	DFP.003	DFP.004	DFP.005	DFP.006	DFP.007	DFP.008	DFP.009	DFP.010	DFP.011	DFP.012	DFP.013	DFP.014	DFP.015	DFP.016	DFP.017	DFP.018	DFP.019	DFP.020	DFP.021	DFP.022	DFP.023
2800	Root (65%); Bacteria (65%); Planctomycetota (63.6%); Planctomycetes (63.1%); unclassified_Planctomycetes (63.1%)	ASV3569	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
2801	Root (100%); Bacteria (100%); Actinobacteriota (100%); Actinobacteria (100%); Micrococcales (100%); Microbacteriaceae (98.9%); unclassified_Microbacteriaceae (98.9%)	ASV357	0	74	65	171	279	714	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	125	104	0	146	106	315	623	414	913	129	546
2802	Root (74.4%); Bacteria (74.4%); Proteobacteria (74.4%); Gammaproteobacteria (74.4%); Burkholderiales (71.1%); unclassified_Burkholderiales (71.1%)	ASV3570	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2803	Root (100%); Bacteria (100%); Proteobacteria (100%); Gammaproteobacteria (100%); Burkholderiales (98.6%); SC-I-84 (98.6%)	ASV3571	7	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2804	Root (91.7%); Bacteria (91.7%); Planctomycetota (91.7%); Planctomycetes (91.7%); Planctomycetales (91.7%); Rubinisphaeraceae (91.7%); SH-PL14 (90.8%)	ASV3572	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
2805	Root (32.4%); unclassified_Root (32.4%)	ASV3573	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2806	Root (100%); Bacteria (100%); Proteobacteria (100%); Gammaproteobacteria (100%); Burkholderiales (100%); Oxalobacteraceae (96.9%); Massilia (68.4%)	ASV3574	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2807	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Sphingomonadales (100%); Sphingomonadaceae (100%); Polymorphobacter (100%)	ASV3575	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2808	Root (89%); Bacteria (89%); Deinococcota (88.3%); Deinococci (88.3%); Deinococcales (88.3%); Deinococcaceae (88.3%); Deinococcus (88.3%)	ASV3576	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2809	Root (96.4%); Bacteria (96.4%); Planctomycetota (96.4%); Planctomycetes (96.4%); Pirellulales (96.4%); Pirellulaceae (96.4%); Pirellula (96.4%)	ASV3577	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810	Root (73%); Bacteria (72.6%); Proteobacteria (72.6%); Alphaproteobacteria (72.6%); Rickettsiales (72.6%); Mitochondria (72.6%)	ASV3578	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2811	Root (71.7%); Bacteria (71.7%); Proteobacteria (70.4%); Gammaproteobacteria (70.4%); unclassified_Gammaproteobacteria (70.4%)	ASV3579	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2812	Root (87.4%); Bacteria (87.4%); Firmicutes (87.4%); Clostridia (87.4%); Lachnospirales (83.6%); Lachnospiraceae (81.6%); unclassified_Lachnospiraceae (81.6%)	ASV358	0	0	0	0	0	0	0	40	5	0	0	0	55	967	0	223	0	667	0	0	0	0	72	0	0	1633	21	929	0	0	0	0	119
2813	Root (70.4%); Bacteria (70.4%); Bacteroidota (68.6%); Bacteroidia (68.6%); Cytophagales (65%); Amoebophilaceae (64.3%); unclassified_Amoebophilaceae (64.3%)	ASV3580	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2814	Root (32.9%); unclassified_Root (32.9%)	ASV3581	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2815	Root (85.3%); Bacteria (85.3%); Bdellovibrionota (85.3%); Oligoflexia (85.3%); 0319-6G20 (85.3%)	ASV3582	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2816	Root (84.7%); Bacteria (84.7%); Firmicutes (83.8%); Negativicutes (80.2%); Veillonellales-Selenomonadales (80.2%); Sporomusaceae (74.3%); unclassified_Sporomusaceae (74.3%)	ASV3583	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2817	Root (100%); Bacteria (100%); Bacteroidota (100%); Bacteroidia (100%); Chitinophagales (100%); Saprospiraceae (100%); OLB8 (100%)	ASV3584	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2818	Root (88.9%); Bacteria (88.9%); Bdellovibrionota (88.9%); Bdellovibrionia (88.9%); Bacteriovoracales (88.9%); Bacteriovoracaceae (88.9%); Bacteriovorax (82.2%)	ASV3585	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2819	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Sphingomonadales (99.1%); Sphingomonadaceae (99.1%); Sandarakinorhabdus (93.9%)	ASV3586	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2820	Root (100%); Bacteria (100%); Bacteroidota (100%); Bacteroidia (100%); Sphingobacteriales (98.9%); Sphingobacteriaceae (98.9%); Pedobacter (83.5%)	ASV3587	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2821	Root (58.5%); unclassified_Root (58.5%)	ASV3588	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0
2822	Root (100%); Bacteria (100%); Actinobacteriota (100%); Actinobacteria (100%); Propionibacteriales (100%); Nocardioidaceae (100%); Nocardioides (90.6%)	ASV3589	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2823	Root (84.3%); Bacteria (84.3%); Bacteroidota (84.3%); Bacteroidia (84.3%); Flavobacteriales (83.5%); Flavobacteriaceae (81.9%); unclassified_Flavobacteriaceae (81.9%)	ASV359	0	0	0	0	0	0	0	0	0	0	64	2062	2588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2824	Root (100%); Bacteria (100%); Firmicutes (100%); Bacilli (100%); Bacillales (97.9%); unclassified_Bacillales (97.9%)	ASV3590	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2825	Root (49.8%); unclassified_Root (49.8%)	ASV3591	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2826	Root (62.7%); Bacteria (62.7%); Planctomycetota (61.1%); unclassified_Planctomycetota (61.1%)	ASV3592	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2827	Root (31.5%); unclassified_Root (31.5%)	ASV3593	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2828	Root (68.6%); Bacteria (68.6%); unclassified_Bacteria (68.6%)	ASV3594	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2829	Root (48.4%); unclassified_Root (48.4%)	ASV3595	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2830	Root (85.8%); Bacteria (85.8%); Proteobacteria (85.1%); Alphaproteobacteria (85.1%); Rhizobiales (84.2%); Beijerinckiaceae (78.7%); unclassified_Beijerinckiaceae (78.7%)	ASV3596	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2831	Root (77.9%); Bacteria (77.9%); Bdellovibrionota (75.6%); Bdellovibrionia (75.6%); Bdellovibrionales (75.6%); Bdellovibrionaceae (75.6%); Bdellovibrio (75.6%)	ASV3597	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2832	Root (96.5%); Bacteria (96.5%); Actinobacteriota (95.6%); Actinobacteria (95.6%); Kineosporiales (69.4%); Kineosporiaceae (69.4%); unclassified_Kineosporiaceae (69.4%)	ASV3598	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2833	Root (100%); Bacteria (100%); Bacteroidota (100%); Bacteroidia (100%); Flavobacteriales (100%); Weeksellaceae (100%); Chryseobacterium (94.9%)	ASV3599	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2834	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Rhizobiales (100%); Devosiaceae (96.7%); Devosia (92.5%)	ASV36	442	425	350	126	328	1294	268	273	118	34	2753	15920	11351	2117	2003	104	2884	3496	4466	1112	1129	932	168	890	158	638	3754	7552	509	953	208	0	19
2835	Root (76.7%); Bacteria (76.7%); Proteobacteria (75.9%); Gammaproteobacteria (75.9%); Legionellales (62%); Legionellaceae (62%); Legionella (62%)	ASV360	4709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2836	Root (100%); Bacteria (100%); Proteobacteria (100%); Gammaproteobacteria (100%); Enterobacterales (98.9%); unclassified_Enterobacterales (98.9%)	ASV3600	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2837	Root (55.4%); unclassified_Root (55.4%)	ASV3601	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2838	Root (93.4%); Bacteria (93.4%); Bacteroidota (93.4%); Bacteroidia (93.4%); Sphingobacteriales (93.4%); env.OPS 17 (93.4%)	ASV3602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2839	Root (88.7%); Bacteria (88.7%); Bacteroidota (88.7%); Bacteroidia (88.7%); Chitinophagales (88.7%); Chitinophagaceae (88.7%); Edaphobaculum (86.1%)	ASV3603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2840	Root (36%); unclassified_Root (36%)	ASV3604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2841	Root (59.6%); unclassified_Root (59.6%)	ASV3605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2842	Root (89.3%); Bacteria (89.3%); Planctomycetota (89.3%); Planctomycetes (89.3%); Pirellulales (89.3%); Pirellulaceae (89.3%); Pir4 lineage (84.7%)	ASV3606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
2843	Root (77%); Bacteria (77%); Proteobacteria (77%); Alphaproteobacteria (77%); Acetobacterales (76.2%); Acetobacteraceae (76.2%); unclassified_Acetobacteraceae (76.2%)	ASV3607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
2844	Root (66.6%); Bacteria (66.6%); Proteobacteria (63.5%); Alphaproteobacteria (62.6%); Rickettsiales (60.5%); unclassified_Rickettsiales (60.5%)	ASV3608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2845	Root (87%); Bacteria (87%); Bacteroidota (87%); Bacteroidia (87%); Sphingobacteriales (85.1%); Sphingobacteriaceae (85.1%); unclassified_Sphingobacteriaceae (85.1%)	ASV3609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2846	Root (93%); Bacteria (93%); Firmicutes (93%); Clostridia (93%); Lachnospirales (93%); Lachnospiraceae (92.1%); unclassified_Lachnospiraceae (92.1%)	ASV361	0	14	0	0	0	90	0	0	0	0	3473	159	0	0	0	0	0	64	301	78	0	0	0	74	0	0	0	0	0	0	0	0	421
2847	Root (100%); Bacteria (100%); Bdellovibrionota (100%); Oligoflexia (100%); Oligoflexales (100%); Oligoflexus (100%)	ASV3610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
2848	Root (93.1%); Bacteria (93.1%); Bacteroidota (93.1%); Bacteroidia (93.1%); Chitinophagales (93.1%); Chitinophagaceae (93.1%); Edaphobaculum (92.3%)	ASV3611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
2849	Root (80.3%); Bacteria (80.3%); Myxococcota (75.8%); Polyangia (75.8%); Blfdi19 (75.2%)	ASV3612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
2850	Root (97.8%); Bacteria (97.8%); Proteobacteria (97.8%); Gammaproteobacteria (97.8%); Burkholderiales (97.8%); unclassified_Burkholderiales (97.8%)	ASV3613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
2851	Root (49.4%); unclassified_Root (49.4%)	ASV3614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0
2852	Root (57.6%); unclassified_Root (57.6%)	ASV3615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
2853	Root (32.1%); unclassified_Root (32.1%)	ASV3616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0
2854	Root (100%); Bacteria (100%); Myxococcota (98.6%); Polyangia (98.6%); Haliangiales (98.6%); Haliangiaceae (98.6%); Haliangium (98.6%)	ASV3617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
2855	Root (61.9%); Bacteria (60.7%); unclassified_Bacteria (60.7%)	ASV3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
2856	Root (64.2%); Bacteria (64.2%); unclassified_Bacteria (64.2%)	ASV3619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
2857	Root (96.9%); Bacteria (96.9%); Proteobacteria (95.6%); Alphaproteobacteria (95.6%); Rhizobiales (95.6%); Xanthobacteraceae (95.6%); unclassified_Xanthobacteraceae (95.6%)	ASV362	0	0	0	0	0	0	4576	0	8	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2858	Root (96.9%); Bacteria (96.9%); Bacteroidota (96.9%); Bacteroidia (96.9%); Chitinophagales (96.9%); Chitinophagaceae (96.9%); Edaphobaculum (93%)	ASV3620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
2859	Root (100%); Bacteria (100%); Actinobacteriota (100%); Actinobacteria (100%); Micrococcales (99.1%); Microbacteriaceae (98%); unclassified_Microbacteriaceae (98%)	ASV3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
2860	Root (100%); Bacteria (100%); Actinobacteriota (100%); Actinobacteria (100%); Corynebacteriales (96.7%); Mycobacteriaceae (89.8%); Mycobacterium (85.6%)	ASV3622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
2861	Root (81.3%); Bacteria (81.3%); Bacteroidota (80.6%); Bacteroidia (80.6%); Chitinophagales (79.3%); 37-13 (77.4%)	ASV3623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
2862	Root (93.2%); Bacteria (93.2%); Proteobacteria (93.2%); Alphaproteobacteria (93.2%); Rhizobiales (91.4%); A0839 (91.4%)	ASV3624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
2863	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Sphingomonadales (97.6%); Sphingomonadaceae (97.6%); Novosphingobium (79.4%)	ASV3625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
2864	Root (62.2%); Bacteria (62.2%); Proteobacteria (61.6%); unclassified_Proteobacteria (61.6%)	ASV3626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
2865	Root (97.1%); Bacteria (97.1%); Proteobacteria (97.1%); Alphaproteobacteria (97.1%); Rhizobiales (90.8%); Rhizobiaceae (85.8%); unclassified_Rhizobiaceae (85.8%)	ASV3627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
2866	Root (68.5%); Bacteria (68.5%); Proteobacteria (67%); Alphaproteobacteria (66.4%); unclassified_Alphaproteobacteria (66.4%)	ASV3628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0
2867	Root (100%); Bacteria (100%); Proteobacteria (100%); Gammaproteobacteria (100%); Burkholderiales (100%); Oxalobacteraceae (95.8%); unclassified_Oxalobacteraceae (95.8%)	ASV3629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
2868	Root (100%); Bacteria (100%); Proteobacteria (100%); Gammaproteobacteria (100%); Cellvibrionales (100%); Cellvibrionaceae (100%); Cellvibrio (100%)	ASV363	0	0	0	0	0	0	30	136	60	0	0	0	0	0	0	0	0	0	0	695	1648	36	63	0	0	1485	0	0	0	0	0	503	0
2869	Root (88.3%); Bacteria (88.3%); Bdellovibrionota (87.7%); Bdellovibrionia (87.7%); Bacteriovoracales (87.7%); Bacteriovoracaceae (87.7%); Peredibacter (87.7%)	ASV3630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
2870	Root (100%); Bacteria (100%); Firmicutes (100%); Bacilli (100%); Bacillales (99%); Planococcaceae (84.7%); unclassified_Planococcaceae (84.7%)	ASV3631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
2871	Root (55.3%); unclassified_Root (55.3%)	ASV3632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
2872	Root (96.2%); Bacteria (96.2%); Proteobacteria (96.2%); Alphaproteobacteria (96.2%); Caulobacterales (96.2%); Caulobacteraceae (96.2%); Phenylobacterium (73.3%)	ASV3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
2873	Root (98.2%); Bacteria (98.2%); Proteobacteria (98.2%); Gammaproteobacteria (98.2%); Burkholderiales (98.2%); Burkholderiaceae (74.8%); unclassified_Burkholderiaceae (74.8%)	ASV3634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
2874	Root (89.4%); Bacteria (89.4%); Cyanobacteria (89.4%); Cyanobacteriia (89.4%); Chloroplast (89.4%)	ASV3635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
2875	Root (86.7%); Bacteria (86.7%); Bacteroidota (86.7%); Bacteroidia (86.7%); Flavobacteriales (86.1%); Flavobacteriaceae (86.1%); Flavobacterium (73.2%)	ASV3636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
2876	Root (86.6%); Bacteria (86.6%); Firmicutes (86.6%); Clostridia (86.6%); Oscillospirales (84.6%); Oscillospiraceae (84.6%); unclassified_Oscillospiraceae (84.6%)	ASV3637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
2877	Root (78.6%); Bacteria (78.6%); Bacteroidota (78.6%); Bacteroidia (78.6%); Chitinophagales (77.8%); Chitinophagaceae (77.8%); unclassified_Chitinophagaceae (77.8%)	ASV3638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
2878	Root (66.2%); Bacteria (66.2%); Proteobacteria (64.9%); Gammaproteobacteria (64.9%); Burkholderiales (60.2%); unclassified_Burkholderiales (60.2%)	ASV3639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8
2879	Root (100%); Bacteria (100%); Proteobacteria (100%); Gammaproteobacteria (100%); Burkholderiales (99%); Comamonadaceae (91.9%); unclassified_Comamonadaceae (91.9%)	ASV364	0	0	0	0	0	24	0	21	0	0	2857	1456	0	0	0	0	27	106	97	28	0	0	0	29	0	0	0	0	0	0	0	0	0
2880	Root (94.3%); Bacteria (94.3%); Proteobacteria (94.3%); Gammaproteobacteria (94.3%); Burkholderiales (94.3%); Oxalobacteraceae (89.5%); Oxalobacter (73.6%)	ASV3640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
2881	Root (93.1%); Bacteria (93.1%); Bacteroidota (93.1%); Bacteroidia (93.1%); Sphingobacteriales (91.1%); Sphingobacteriaceae (91.1%); unclassified_Sphingobacteriaceae (91.1%)	ASV3641	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2882	Root (78%); Bacteria (78%); Planctomycetota (78%); Phycisphaerae (78%); Tepidisphaerales (78%); WD2101 soil group (77.5%)	ASV3642	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2883	Root (58.8%); unclassified_Root (58.8%)	ASV3643	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2884	Root (95.8%); Bacteria (95.8%); Verrucomicrobiota (95.8%); Verrucomicrobiae (95.8%); Verrucomicrobiales (95.8%); Rubritaleaceae (95.8%); Luteolibacter (95.8%)	ASV3644	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2885	Root (94.1%); Bacteria (94.1%); Bacteroidota (94.1%); Bacteroidia (94.1%); Chitinophagales (94.1%); Chitinophagaceae (94.1%); Ferruginibacter (84.4%)	ASV3645	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2886	Root (65.7%); Bacteria (65.7%); unclassified_Bacteria (65.7%)	ASV3646	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2887	Root (100%); Bacteria (100%); Planctomycetota (100%); Planctomycetes (100%); Isosphaerales (100%); Isosphaeraceae (100%); Singulisphaera (100%)	ASV3647	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
2888	Root (86.2%); Bacteria (86.2%); Bacteroidota (86.2%); Bacteroidia (86.2%); Flavobacteriales (86.2%); Flavobacteriaceae (86.2%); Flavobacterium (82%)	ASV3648	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
2889	Root (74.4%); Bacteria (74.4%); Chloroflexi (73.2%); Chloroflexia (73.2%); Chloroflexales (73.2%); Chloroflexaceae (73.2%); unclassified_Chloroflexaceae (73.2%)	ASV3649	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2890	Root (96.4%); Bacteria (96.4%); Bacteroidota (96.4%); Bacteroidia (96.4%); Cytophagales (96.4%); Spirosomaceae (96.4%); Dyadobacter (91.6%)	ASV365	29	0	14	0	0	0	299	2131	527	0	0	0	0	0	0	0	130	16	0	43	0	0	174	259	0	0	0	0	396	434	190	0	0
2891	Root (94.1%); Bacteria (94.1%); Planctomycetota (94.1%); Planctomycetes (94.1%); Gemmatales (94.1%); Gemmataceae (94.1%); Fimbriiglobus (94.1%)	ASV3650	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2892	Root (61.2%); Bacteria (60.8%); unclassified_Bacteria (60.8%)	ASV3651	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2893	Root (80.8%); Bacteria (80.8%); Bacteroidota (80.8%); Bacteroidia (80.8%); Cytophagales (80.8%); Hymenobacteraceae (80%); Hymenobacter (80%)	ASV3652	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2894	Root (73%); Bacteria (73%); Cyanobacteria (73%); Cyanobacteriia (73%); unclassified_Cyanobacteriia (73%)	ASV3653	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
